gene_id,0,1
panm_10000|tig00003407_g10000,-0.4243662,-0.17389192
panm_10001|tig00003409_g10001,-1.8377043,-0.40561634
panm_10002|tig00003409_g10002,-2.3881297,0.9177114
panm_10004|tig00003410_g10004,-2.3687043,-0.87592953
panm_10005|tig00003410_g10005,1.8864143,0.93974286
panm_10006|tig00003410_g10006,-1.3292605,-0.51705974
panm_10007|tig00003410_g10007,0.48242053,1.7434909
panm_10008|tig00003410_g10008,-1.5867126,-1.1157299
panm_10009|tig00003415_g10009,-1.813158,-0.68875283
panm_1000|tig00000238_g1000,-0.35529837,-1.5236727
panm_10010|tig00003415_g10010,1.5044334,0.99373865
panm_10011|tig00003415_g10011,-0.46011788,0.38748178
panm_10012|tig00003415_g10012,-1.021398,1.4775493
panm_10013|tig00003417_g10013,0.35009754,1.2160082
panm_10014|tig00003417_g10014,-1.8943253,-1.9660057
panm_10015|tig00003417_g10015,1.0565736,1.5933923
panm_10016|tig00003417_g10016,-1.4257894,-0.9780977
panm_10017|tig00003417_g10017,-1.0771945,-1.4152218
panm_10018|tig00003417_g10018,0.2688612,-1.4591573
panm_10019|tig00003417_g10019,-1.5312086,0.89906347
panm_1001|tig00000238_g1001,-1.5107336,-1.8357477
panm_10020|tig00003420_g10020,-0.20704225,-2.6340466
panm_10021|tig00003420_g10021,-1.6899474,-0.9332961
panm_10022|tig00003420_g10022,-2.3324487,-0.64223576
panm_10023|tig00003420_g10023,0.6880838,-1.1366245
panm_10024|tig00003420_g10024,-0.6421141,-1.3310204
panm_10025|tig00003424_g10025,1.3044243,-0.9308208
panm_10026|tig00003424_g10026,0.3236709,-1.5157555
panm_10027|tig00003424_g10027,-1.9411585,-1.5402884
panm_10028|tig00003424_g10028,-1.3810134,-1.3995147
panm_10029|tig00003424_g10029,-1.2910397,-2.088544
panm_1002|tig00000238_g1002,-1.2583728,-2.322775
panm_10030|tig00003424_g10030,-2.2313662,-0.954165
panm_10031|tig00003424_g10031,-0.18302962,-1.9431185
panm_10032|tig00003424_g10032,-0.15482098,0.5284074
panm_10033|tig00003429_g10033,-1.9775213,0.65995705
panm_10034|tig00003429_g10034,-1.7004683,0.6037647
panm_10036|tig00003429_g10036,0.82032067,0.046325233
panm_10037|tig00003429_g10037,-0.8891852,0.57868916
panm_10038|tig00003430_g10038,-1.8849146,-0.7486856
panm_10039|tig00003430_g10039,-0.36146805,0.26602134
panm_1003|tig00000238_g1003,-1.0515354,-2.1114914
panm_10040|tig00003430_g10040,-1.3183986,0.56722116
panm_10041|tig00003430_g10041,-1.415085,-2.226411
panm_10042|tig00003430_g10042,-1.2278192,-1.9089178
panm_10043|tig00003431_g10043,-1.7560627,-1.6762747
panm_10044|tig00003431_g10044,0.0015884633,-1.8989228
panm_10045|tig00003431_g10045,0.13556436,-1.0881428
panm_10046|tig00003431_g10046,0.23320058,-1.5470848
panm_10047|tig00003431_g10047,-0.8352962,1.5470762
panm_10048|tig00003433_g10048,-1.483955,-1.5569315
panm_10049|tig00003433_g10049,-0.34525293,-2.0003433
panm_1004|tig00000238_g1004,-1.2610855,-1.3107978
panm_10050|tig00003433_g10050,1.6549984,-1.1075639
panm_10051|tig00003433_g10051,-0.986766,-0.9687293
panm_10052|tig00003433_g10052,-0.7300412,-1.8420633
panm_10054|tig00003437_g10054,-0.662119,-0.5743117
panm_10055|tig00003437_g10055,0.15354358,-2.0371015
panm_10056|tig00003437_g10056,-0.6544295,2.6833963
panm_10057|tig00003437_g10057,-1.4471974,2.1914864
panm_10058|tig00003437_g10058,-1.665103,-0.97372735
panm_10059|tig00003446_g10059,0.7419034,-1.3252047
panm_1005|tig00000238_g1005,-1.3116577,-0.049974646
panm_10060|tig00003446_g10060,-1.3479984,-1.2725576
panm_10061|tig00003446_g10061,-1.7832782,-1.4571662
panm_10062|tig00003446_g10062,0.0981067,1.4543464
panm_10063|tig00003446_g10063,-1.5686284,-0.7932618
panm_10065|tig00003453_g10065,-1.128604,-1.9984461
panm_10066|tig00003493_g10066,-1.3319272,-1.4132218
panm_10067|tig00003495_g10067,0.78303236,0.01737499
panm_10068|tig00003497_g10068,-0.5356233,-1.9284508
panm_10069|tig00003497_g10069,-1.3474356,-2.2139661
panm_1006|tig00000238_g1006,-1.0324464,-2.3348324
panm_10070|tig00003497_g10070,-0.67317176,-1.5959343
panm_10072|tig00003497_g10072,0.1416836,-0.15779968
panm_10073|tig00003500_g10073,-2.444335,-0.21570079
panm_10074|tig00003500_g10074,-0.7971665,1.6493998
panm_10075|tig00003500_g10075,-1.3837403,1.0564435
panm_10076|tig00003500_g10076,-1.7872118,-1.313922
panm_10077|tig00003500_g10077,0.5885802,1.0389712
panm_10079|tig00003503_g10079,0.23328611,-0.08956517
panm_1007|tig00000238_g1007,0.7686959,-1.6929609
panm_10080|tig00003503_g10080,0.84044147,-1.3267773
panm_10081|tig00003503_g10081,-0.027780743,-1.3786228
panm_10082|tig00003503_g10082,-0.40436894,-2.0384228
panm_10083|tig00003507_g10083,1.7082182,1.9720824
panm_10084|tig00003507_g10084,-0.82745385,-1.0712533
panm_10085|tig00003514_g10085,0.54745287,-0.21930425
panm_10086|tig00003514_g10086,-1.1045653,0.8790758
panm_10087|tig00003514_g10087,-0.26100305,-0.95305073
panm_10088|tig00003514_g10088,-0.9172561,1.5334176
panm_10089|tig00003514_g10089,-1.5885148,-2.2695658
panm_1008|tig00000238_g1008,-0.0771565,-1.4715152
panm_10090|tig00003514_g10090,0.5641523,-1.8685472
panm_10091|tig00003518_g10091,-0.5177132,0.7893138
panm_10092|tig00003518_g10092,-0.292136,-0.868384
panm_10093|tig00003518_g10093,-0.8433437,-1.5225747
panm_10094|tig00003518_g10094,-1.8253596,-0.4040637
panm_10095|tig00003518_g10095,-0.49464682,-0.878021
panm_10096|tig00003518_g10096,-0.5349448,-1.3765008
panm_10097|tig00003519_g10097,0.04681008,-1.790157
panm_10098|tig00003519_g10098,-0.7988019,-2.2850988
panm_10099|tig00003519_g10099,-0.31033856,-1.9670674
panm_1009|tig00000238_g1009,-1.0215459,-1.4808612
panm_10101|tig00003524_g10101,-1.4460648,-2.1990426
panm_10102|tig00003524_g10102,-0.78900087,-1.7126539
panm_10103|tig00003527_g10103,-1.5937089,-1.4205897
panm_10104|tig00003527_g10104,-1.1543487,-1.4237207
panm_10105|tig00003527_g10105,-0.6961273,-0.9865756
panm_10106|tig00003527_g10106,-0.67562944,-1.3391387
panm_10107|tig00003527_g10107,-2.3087432,-0.32684538
panm_10108|tig00003527_g10108,-2.2337067,1.5579845
panm_10109|tig00003527_g10109,-1.9414008,0.50468695
panm_1010|tig00000248_g1010,-1.6258504,0.96807617
panm_10110|tig00003527_g10110,-0.89699924,-1.6088475
panm_10111|tig00003527_g10111,0.055520426,2.498297
panm_10112|tig00003527_g10112,-1.6636891,-0.69836664
panm_10113|tig00003527_g10113,-2.2460382,-0.16154699
panm_10114|tig00003531_g10114,-1.7738951,-2.0161395
panm_10115|tig00003531_g10115,-0.15482098,0.5284074
panm_10116|tig00003536_g10116,-1.2628739,-0.80704063
panm_10117|tig00003536_g10117,-1.601988,-0.9673625
panm_10118|tig00003538_g10118,0.20333302,-1.5160885
panm_10119|tig00003538_g10119,-1.4493129,-0.25897
panm_1011|tig00000248_g1011,-1.1404434,-1.6309698
panm_10120|tig00003538_g10120,-1.0508986,-1.7150311
panm_10121|tig00003538_g10121,-0.6249623,-1.7262998
panm_10122|tig00003538_g10122,1.7361364,0.029020803
panm_10123|tig00003538_g10123,-1.5837437,-2.128648
panm_10124|tig00003538_g10124,-0.9050339,1.0375808
panm_10125|tig00003538_g10125,-0.56823754,-1.3610095
panm_10127|tig00003538_g10127,0.6671849,-1.6822416
panm_10128|tig00003538_g10128,-0.98984975,-1.2104561
panm_10129|tig00003541_g10129,-1.1863014,1.8183292
panm_1012|tig00000248_g1012,-1.2152287,0.9244608
panm_10130|tig00003541_g10130,-1.4520087,-0.50277424
panm_10131|tig00003542_g10131,1.3474073,0.64034826
panm_10132|tig00003542_g10132,-1.4148134,-1.1850562
panm_10133|tig00003542_g10133,-1.4053221,-0.7627448
panm_10134|tig00003545_g10134,-0.45747775,-1.7025931
panm_10135|tig00003545_g10135,0.3228006,0.47113073
panm_10136|tig00003545_g10136,-1.2118403,0.02696443
panm_10137|tig00003545_g10137,-2.02679,-0.014984765
panm_10138|tig00003545_g10138,-0.95936525,1.0317202
panm_10139|tig00003545_g10139,0.66222006,-1.210982
panm_1013|tig00000248_g1013,-1.8903776,1.5426477
panm_10140|tig00003545_g10140,-0.47254395,1.6768832
panm_10141|tig00003546_g10141,-1.6063335,0.10105466
panm_10142|tig00003546_g10142,-0.6072027,-1.757631
panm_10143|tig00003546_g10143,-1.6945641,0.93181103
panm_10144|tig00003551_g10144,1.4568969,1.0623014
panm_10145|tig00003551_g10145,0.4004775,-1.9110307
panm_10146|tig00003567_g10146,-0.805518,-1.96878
panm_10147|tig00003567_g10147,-1.1235782,-1.2758727
panm_10148|tig00003567_g10148,-0.5263571,-0.61627907
panm_10149|tig00003567_g10149,-0.8968846,-0.31657007
panm_1014|tig00000248_g1014,-1.456299,0.13199735
panm_10150|tig00003567_g10150,-0.3541399,0.6691782
panm_10151|tig00003567_g10151,-1.9750172,0.7661215
panm_10152|tig00003571_g10152,0.2673859,1.0361434
panm_10154|tig00003571_g10154,0.3120691,-0.9860753
panm_10155|tig00003574_g10155,-1.5484972,0.23813263
panm_10156|tig00003574_g10156,-1.7762659,-0.74585015
panm_10157|tig00003574_g10157,-0.99713784,-2.3074138
panm_10158|tig00003574_g10158,-0.91678166,0.7550513
panm_10159|tig00003585_g10159,1.850166,0.22468238
panm_1015|tig00000248_g1015,-1.9348716,-1.1609486
panm_10160|tig00003585_g10160,-1.2652452,-0.20922917
panm_10161|tig00003585_g10161,0.99496555,1.1903673
panm_10162|tig00003585_g10162,0.098314784,-2.3157606
panm_10163|tig00003585_g10163,-1.2546464,-0.49256968
panm_10164|tig00003585_g10164,-1.2559108,-2.2347195
panm_10165|tig00003594_g10165,0.0022521443,0.8475484
panm_10166|tig00003595_g10166,1.9149516,-0.4991828
panm_10167|tig00003595_g10167,0.08341043,0.84316456
panm_10168|tig00003596_g10168,-1.2030448,-1.6414485
panm_10169|tig00003596_g10169,-0.07660189,-1.8063151
panm_1016|tig00000248_g1016,-2.2176867,-1.0257987
panm_10170|tig00003596_g10170,1.7296238,0.64663744
panm_10171|tig00003600_g10171,-0.033762746,-1.3295597
panm_10172|tig00003600_g10172,0.6828232,-1.6090703
panm_10173|tig00003600_g10173,-0.3585795,0.6723836
panm_10174|tig00003600_g10174,-0.55951774,-1.1688759
panm_10175|tig00003601_g10175,-2.0637496,-0.049898613
panm_10176|tig00003601_g10176,-0.45302403,-1.7287918
panm_10177|tig00003601_g10177,-1.7445064,-0.53944117
panm_10178|tig00003602_g10178,-1.2559372,-2.0353458
panm_10179|tig00003602_g10179,-1.0703747,-0.9168467
panm_1017|tig00000248_g1017,-1.1028985,1.9697541
panm_10180|tig00003602_g10180,-1.4234484,-0.9580907
panm_10181|tig00003602_g10181,1.1444737,1.4006784
panm_10182|tig00003604_g10182,-0.24371728,0.9402137
panm_10183|tig00003604_g10183,-0.29319197,-0.20789243
panm_10185|tig00003608_g10185,1.7785648,0.42369553
panm_10186|tig00003608_g10186,-0.99667084,-1.7618004
panm_10187|tig00003608_g10187,-2.3364968,-1.0977696
panm_10188|tig00003608_g10188,-0.7098369,2.7322156
panm_10189|tig00003614_g10189,-0.38879466,-0.22481945
panm_1018|tig00000248_g1018,-2.052939,-0.52217287
panm_10190|tig00003614_g10190,-1.2538201,1.3150061
panm_10191|tig00003614_g10191,-0.43752366,0.42096385
panm_10192|tig00003615_g10192,2.2939038,-0.7122743
panm_10193|tig00003615_g10193,2.0419035,1.0328654
panm_10194|tig00003615_g10194,2.0274248,0.51794285
panm_10195|tig00003615_g10195,-1.9456779,-1.6992644
panm_10196|tig00003615_g10196,-1.5635825,-1.6511133
panm_10197|tig00003615_g10197,-1.6496886,0.34280604
panm_10198|tig00003615_g10198,1.6904935,-0.2604029
panm_10199|tig00003615_g10199,-1.3844525,-1.6819113
panm_1019|tig00000248_g1019,-1.95975,-0.8287965
panm_101|tig00000043_g101,-0.15482098,0.5284074
panm_10200|tig00003615_g10200,-1.5879613,2.2724867
panm_10201|tig00003615_g10201,-0.5966729,0.7617392
panm_10202|tig00003615_g10202,-1.4302493,0.6954687
panm_10203|tig00003617_g10203,-2.2639234,-0.7408045
panm_10204|tig00003617_g10204,-0.1640132,-1.1476463
panm_10205|tig00003619_g10205,2.4482484,-0.6612944
